state,local,mean,sd,q025,q05,q25,q50,q75,q95,q975
Yobe,Geidam,321926.8641,32279.20752,263140.875,271288.1,299183,321059.5,342755.25,376775.2,388648.025
Yobe,Gujba,240204.7553,23765.60067,197211.525,203050.3,223747.75,239168.5,255339,281168.05,290396.875
Yobe,Gulani,293226.2689,53854.24375,202608.8,213996.75,255444,288839.5,325120.25,387403.9,414963.425
Yobe,Jakusko,268151.147,44883.40345,191039.85,202234.8,237387,264493.5,294621,348893.55,368993.325
Yobe,Karasuwa,163835.4927,30289.87466,113801.875,120156.55,142616,160923.5,181672.5,217611.05,232438.05
Yobe,Machina,179687.571,33073.46533,125712.95,132382.15,156829.25,176188.5,198150.75,239810.7,257308
Yobe,Nangere,198887.3853,38610.34929,134965.35,143789.4,172338,194717.5,221016,267991.4,284766.8
Yobe,Nguru,231803.2146,38851.54681,169073.9,177455.6,204616.5,226979,253483.75,301248.9,321515.925
Yobe,Potiskum,524193.577,107849.254,348580.625,369713.5,448466.75,511826,586675.75,720781.55,771202.45
Yobe,Tarmuwa,218018.7632,23407.30234,176522.6,181941.4,201813.75,216715,232706.5,259193.25,267809.075
Yobe,Yunusari,302417.9337,52610.7851,214976.95,226128.45,265363.75,296787,333297.25,397328.5,421216.4
Yobe,Yusufari,279917.9536,43562.33226,203619.55,213943.25,249487.75,276805.5,306926.5,357245.15,375662.9
Zamfara,Anka,188572.0974,32053.34971,132234.275,139911.15,166410.25,186092,207722.5,244705.65,258883.775
Zamfara,Bakura,219398.2567,35034.90609,160109.975,167403.65,194692.25,216395.5,240611,281556.35,296286.425
Zamfara,Birnin Magaji-Kiyaw,211004.8468,37397.25823,147765.675,156707.6,184947.75,207229.5,233061,278344.15,293932.65
Zamfara,Bukkuyum,328301.6901,55654.13464,231877.025,244613.85,289101.5,323655,362097.25,426989.05,449399.4
Zamfara,Bungudu,496532.9443,79626.99075,362330,379078,441267.75,488887.5,542900.25,638321.2,677965.075
Zamfara,Gummi,347228.8405,54789.07579,251687.225,263797.7,309468,343459,381339.25,442522.35,466517.625
Zamfara,Gusau,827941.5992,193930.9978,541711.925,573464.85,693712.5,797674.5,925024.5,1180444.55,1276679.8
Zamfara,Kaura Namoda,367752.118,54321.62418,274639.4,287597.75,330455.5,363410.5,400194.5,462271.15,486268.25
Zamfara,Maradun,262849.2665,25844.24194,215889.075,222689,244769,261829,279378.25,306950.6,317437.575
Zamfara,Maru,565196.1876,59231.93111,457378.6,472205.75,524010.5,562793,603711,666950.1,689170.8
Zamfara,Shinkafi,216823.0951,35407.24217,156697.4,165115.75,192469,213326,237468.5,281080.6,295715.425
Zamfara,Talata Mafara,326382.092,53665.88423,232492.575,245062.05,288673.75,323548.5,358725.25,419705.4,441510.375
Zamfara,Tsafe,360681.8339,62942.49015,256355.875,270762.7,315931,354333.5,396559.75,474156.55,502969.5
Zamfara,Zurmi,357931.2714,57877.78317,258181.55,272236.15,317783.5,353057.5,392485,460464.1,486035.125
